Square_Footage, Bedrooms, Bathrooms, Neighborhood, Year_Built, Garage_Size, Price
2107,3,1,Urban,1988,135,309138.95
2603,5,4,Suburban,1971,779,373187.16
1905,3,4,Urban,1968,673,362046.05
1307,2,4,Rural,2018,149,225697.87
1884,6,3,Suburban,1991,165,546608.78
2796,6,1,Rural,1993,451,336425.62
1949,2,3,Urban,2003,36,455170.78
2030,3,3,Urban,1987,426,367740.68
1909,2,1,Urban,2017,337,463919.29
832,4,1,Rural,1970,15,584024.47
2594,3,2,Rural,1974,783,481319.3
2094,5,1,Urban,1991,21,488113.25
1040,4,3,Rural,1973,378,266623.27
1319,6,3,Urban,1962,43,403291.8
1076,4,1,Urban,1999,542,445000.4
1930,6,1,Suburban,1999,667,571813.98
2059,4,4,Suburban,2018,654,585569.24
1554,5,1,Urban,2009,412,300403.41
2583,4,4,Rural,2020,508,507837.88
2478,6,2,Urban,1993,3,150419.23
2786,4,1,Urban,1956,257,396804.99
2535,6,2,Rural,1989,249,480223.42
1758,5,2,Suburban,1963,799,373718.86
2901,5,1,Rural,2006,250,521450.49
1959,2,3,Rural,2002,364,264035.82
1312,2,2,Suburban,2009,287,251275.42
2027,5,2,Urban,1975,772,426457.92
1376,5,2,Urban,1974,660,193964.97
2124,6,3,Urban,1994,715,565526.96
2407,2,3,Rural,2010,259,100655.1
2337,6,3,Urban,1987,765,438046.97
2753,2,2,Urban,1956,246,405431.66
2651,2,2,Suburban,1952,88,563402.77
2288,3,3,Rural,2014,308,367571.24
805,5,3,Rural,1998,467,218529.54
2703,5,3,Rural,1961,669,115812.12
2259,3,1,Suburban,1982,152,288024.19
1573,4,1,Urban,2019,464,205236.04
1506,5,4,Rural,1953,321,380830.24
953,4,1,Urban,1994,401,193677.1
2415,3,3,Suburban,1958,323,156614.54
2366,4,3,Suburban,2014,235,126138.93
1814,3,4,Rural,1965,239,406128.04
2661,5,2,Urban,2002,448,122717.7
1969,5,3,Rural,2020,632,233377.24
1925,4,1,Rural,1995,735,504759.97
2235,3,3,Urban,1984,285,310840.34
1766,6,3,Rural,1971,619,394146.88
2793,4,1,Urban,1972,514,481652.06
2946,4,1,Suburban,1954,456,217068.04
1355,3,3,Urban,1951,230,576420.95
2040,2,1,Rural,1980,40,160413.81
2480,4,4,Suburban,1963,127,308089.99
896,5,3,Suburban,1967,553,578030.01
2180,2,1,Urban,1962,388,409932.16
1026,6,3,Urban,1978,414,111119.22
2309,4,2,Suburban,1994,265,548630.86
1993,2,3,Rural,1998,662,382007.46
2697,3,4,Urban,1973,648,565326.18
2426,5,2,Urban,1991,459,166563.13
2711,2,4,Urban,1968,434,399154.02
1274,3,3,Rural,1996,60,548303.32
2588,2,3,Rural,2014,468,584156.45
1250,6,4,Urban,1995,77,253599.94
1469,6,1,Urban,1975,11,444319.03
1301,3,3,Suburban,1952,18,598005.08
2533,6,2,Rural,1950,42,410367.14
2436,2,2,Urban,1951,637,223073.33
901,6,4,Urban,1978,258,241302.02
1907,2,2,Rural,2019,708,281794.88
1962,2,4,Suburban,1964,50,159579.88
2445,3,3,Urban,1975,468,412505.19
2038,2,3,Urban,1969,550,264643.41
2817,5,2,Rural,1951,584,175433.4
1794,3,4,Suburban,1974,205,341012.76
2009,4,4,Urban,1951,597,369823.55
2338,3,1,Suburban,1970,245,319415.18
1030,6,3,Suburban,1996,381,273574.86
2662,4,2,Rural,2016,440,152266.42
2704,2,1,Suburban,1985,301,259606.93
2310,2,2,Rural,1950,526,514581.49
1104,3,3,Rural,1998,683,149954.07
867,5,2,Rural,1984,799,472140.5
1280,3,2,Urban,1984,732,302304.35
1004,3,2,Urban,2015,102,116564.42
2188,3,3,Rural,1951,327,195352.09
2619,3,4,Urban,1971,91,295568.69
1926,4,3,Suburban,1963,575,141438.29
2272,3,1,Suburban,2015,499,221665.72
1267,6,2,Suburban,2000,348,118564.78
2786,3,1,Rural,2014,32,197170.91
2887,3,4,Rural,1998,793,147942.01
1632,2,2,Rural,1977,56,410744.11
1084,6,1,Urban,1999,199,299403.07
2779,2,2,Urban,1988,173,578363.52
1861,3,4,Urban,2004,679,568461.33
1476,2,1,Suburban,2000,393,332614.23
1467,2,1,Rural,1991,576,254979.83
1185,6,2,Urban,2020,152,257426.5
1316,5,2,Rural,2005,607,251585.59
2943,3,4,Urban,1976,274,111366.47
2446,4,4,Rural,1980,722,430943.71
1851,2,3,Rural,2019,56,492841.72
1735,2,1,Rural,1988,292,162901.11
2294,6,2,Suburban,2003,132,268260.71
932,2,2,Urban,1994,511,106584.12
812,6,2,Urban,1961,312,318794.2
1739,3,2,Rural,2020,643,108804.63
978,6,3,Urban,1998,775,492247.8
943,5,4,Suburban,1970,800,537980.71
2538,5,1,Suburban,1958,71,462000.7
2080,5,3,Rural,1999,120,397556.02
2583,2,1,Suburban,1976,205,309975.61
904,5,1,Suburban,1979,331,507305.31
2171,2,2,Suburban,2013,531,143716.2
2431,2,4,Urban,1987,412,226239.45
1117,4,3,Suburban,2001,497,308112.5
2289,6,4,Rural,2004,604,591794.97
2697,4,1,Rural,2005,190,565566.83
1261,2,2,Suburban,2001,395,592444.17
1829,5,3,Suburban,1980,653,355883.38
2082,5,2,Suburban,1950,384,525105.17
802,2,2,Urban,1950,428,544564.77
2453,4,3,Rural,1984,338,386439.18
1118,4,2,Rural,2010,779,139438.58
1547,3,2,Rural,2002,447,427628.31
1440,3,3,Suburban,1973,421,211072.27
2588,2,4,Urban,1996,766,302810.07
2290,4,4,Rural,1994,730,337220.02
2019,2,2,Rural,1955,717,331332.18
1747,5,2,Suburban,1994,460,191035.74
2456,4,4,Urban,1974,412,219998.1
2274,5,3,Urban,1964,769,223095.8
2900,6,3,Rural,1962,407,499198.7
1923,5,3,Rural,1953,771,190870.83
813,5,2,Rural,1999,734,130422.62
2264,6,4,Suburban,2002,653,159887.09
1313,3,1,Rural,1981,276,218087.69
2019,5,2,Urban,2019,689,269509.95
2539,6,3,Suburban,1965,727,419476.44
1345,6,4,Suburban,1955,669,144050.8
2142,4,4,Rural,1956,349,517096.97
1387,3,3,Rural,1962,759,300370.77
1842,4,2,Urban,1984,127,530496.86
2498,3,3,Urban,1961,590,461043.56
1653,5,2,Suburban,1953,742,543197.41
1124,5,1,Suburban,2017,746,131057.59
1364,4,2,Suburban,1952,328,300292.54
878,3,1,Urban,2007,413,163748.16
1828,4,1,Urban,2010,268,307579.4
2444,5,1,Urban,1977,381,455157.84
901,3,3,Urban,2020,589,236619.45
2670,6,2,Rural,1975,728,257761.85
2173,5,4,Suburban,1959,739,419032.77
1851,2,4,Urban,1971,299,284563.61
2303,2,3,Urban,2002,306,576967.1
1614,3,4,Rural,2019,462,505552.6
2218,3,3,Suburban,1992,247,431144.01
1590,4,1,Rural,1991,209,333445.45
932,4,3,Rural,1989,89,364609.37
1613,6,3,Urban,1994,160,203737.7
1014,4,1,Suburban,1962,98,305189.49
1261,5,4,Urban,1995,772,502418.53
985,3,1,Suburban,1958,175,482407.02
1107,6,3,Rural,1969,364,213708.42
1246,5,2,Urban,2008,118,288282.05
2626,5,4,Urban,1970,344,394050.48
2402,2,1,Urban,1986,282,279358.73
2591,6,2,Rural,1993,64,307837.3
1725,3,2,Suburban,1985,464,250996.82
1453,6,1,Suburban,2019,255,491187.37
2450,5,2,Rural,1972,217,367928.03
1063,4,1,Rural,1973,205,478908.78
2388,2,2,Suburban,1972,34,557366.92
1672,6,1,Urban,1952,445,168780.68
2421,6,2,Rural,1971,666,344495.44
2477,6,4,Rural,1983,792,270524.0
2877,6,2,Urban,2018,413,133970.17
2543,2,4,Suburban,1955,353,183781.73
2283,5,2,Suburban,1995,739,236937.84
2534,6,2,Rural,1989,264,170859.8
2177,6,4,Rural,1973,20,191551.99
1204,6,4,Rural,1958,218,239153.09
1193,6,1,Suburban,1961,453,156758.14
2955,2,1,Suburban,1952,186,254600.71
1143,6,2,Rural,1953,524,348843.49
2974,3,4,Rural,1975,655,278742.75
1209,3,4,Rural,2020,630,389022.72
1589,2,4,Rural,1969,591,476049.43
1097,2,4,Rural,1991,249,497874.71
1949,5,3,Urban,1983,520,395565.38
1481,6,4,Rural,2005,375,429247.19
1733,2,2,Urban,2012,385,444796.26
1442,6,3,Rural,1977,690,224699.68
1633,6,3,Suburban,1960,686,130781.38
2986,3,3,Rural,1983,579,495874.74
2406,5,2,Urban,1972,30,540181.42
1724,5,1,Urban,2017,720,574261.04
2557,4,1,Suburban,1994,12,214632.6
2721,5,3,Suburban,1996,424,238648.86
2832,3,4,Rural,1976,531,129786.84
1159,3,1,Rural,1971,36,265809.83
1904,3,1,Rural,1951,58,276058.84
2068,6,4,Rural,1966,332,166392.51
2694,2,1,Suburban,2010,605,316745.76
935,6,4,Urban,1988,323,461176.98
1665,6,2,Urban,1995,622,470958.63
2145,5,4,Suburban,1970,324,111953.31
870,5,4,Rural,1954,691,140390.99
1023,5,3,Urban,1978,777,551532.76
1999,5,2,Suburban,1970,721,258452.66
2123,3,2,Rural,2018,573,347146.07
2704,4,4,Urban,1970,58,148967.16
2597,3,3,Rural,2014,562,427697.32
1719,4,4,Urban,1991,237,567097.84
2770,6,1,Suburban,2010,356,181058.49
1502,2,4,Suburban,1967,704,448717.2
2198,5,1,Rural,2016,544,320893.0
1853,3,3,Suburban,1997,185,119611.56
1339,5,3,Rural,2002,368,167459.98
1525,3,2,Suburban,1970,86,533228.26
2973,2,1,Rural,2015,311,401303.4
2848,6,2,Urban,1953,343,558862.87
2915,2,3,Rural,1991,22,386917.15
2424,5,1,Urban,1958,70,219053.05
2301,2,2,Urban,1981,644,463226.99
1107,2,4,Rural,1976,102,159525.91
2164,5,3,Rural,1989,567,419628.23
1797,6,4,Suburban,1969,269,508260.02
1093,5,2,Suburban,1977,787,566488.41
1780,2,2,Suburban,1959,793,542049.09
2750,2,4,Rural,1961,13,157494.38
1512,4,3,Rural,2015,218,191167.32
2485,6,4,Suburban,1979,243,153142.36
2194,5,1,Rural,1985,68,258856.46
1613,3,3,Suburban,2007,259,219941.15
994,6,2,Suburban,1958,139,439913.71
1750,4,3,Rural,2020,182,334533.19
823,5,1,Rural,1991,457,457376.02
822,5,3,Urban,1979,192,358979.97
1610,4,1,Suburban,1995,679,494688.08
2203,5,4,Urban,1996,586,224375.64
2118,2,2,Rural,1962,702,591186.1
2135,2,3,Urban,2018,35,537982.45
2273,2,2,Suburban,1994,544,438172.88
1805,6,2,Rural,2006,4,134209.0
2872,2,4,Urban,2017,788,475212.79
2377,3,4,Urban,1981,796,460979.87
2754,4,1,Suburban,1960,697,197068.95
1743,2,4,Urban,1990,639,412305.19
1171,2,4,Urban,1997,783,470988.22
997,5,4,Rural,1993,678,177889.14
1541,2,1,Suburban,2008,612,536328.37
2262,6,4,Rural,1969,461,583073.74
856,6,3,Suburban,1984,9,374109.98
2356,3,2,Rural,2008,630,383923.78
1503,6,1,Urban,1994,136,371150.9
2222,4,1,Rural,2010,121,140808.24
2528,5,3,Suburban,1956,272,157151.65
1722,4,2,Suburban,1963,633,538626.21
2671,4,4,Rural,2010,511,180651.98
1395,2,4,Suburban,2006,622,137124.1
1997,3,4,Rural,1987,356,597660.44
1480,4,1,Urban,1992,290,334245.0
862,3,2,Urban,1995,573,110132.51
893,2,2,Rural,2013,472,258655.67
2979,3,4,Rural,1977,99,200810.2
1925,6,2,Rural,1982,787,122597.19
1006,3,3,Rural,2014,629,158930.29
1815,2,2,Urban,1951,197,368271.63
2965,3,3,Rural,1972,281,104299.76
1514,6,3,Suburban,1997,224,397042.47
1848,3,1,Rural,1988,389,121641.37
2799,4,4,Rural,1953,348,223171.67
2543,6,4,Urban,1981,50,225728.18
1340,2,3,Rural,1980,416,130170.13
1895,6,3,Rural,1998,501,571897.25
2987,5,4,Suburban,1967,281,285273.3
1766,6,4,Urban,1989,465,100524.71
2091,3,2,Rural,2011,357,244306.74
1553,4,2,Suburban,1960,91,268353.0
810,2,2,Suburban,1987,701,267846.23
2619,4,2,Suburban,1956,157,586051.27
2733,6,2,Suburban,1964,618,535468.23
2269,6,2,Rural,1974,416,221864.67
2720,5,3,Rural,1964,391,267980.47
808,3,3,Urban,1998,484,100757.54
904,2,1,Rural,1968,397,436961.23
1691,5,1,Suburban,1955,361,455879.15
2117,3,2,Urban,2013,662,276058.54
998,2,1,Suburban,1965,489,457741.4
1263,3,1,Urban,1970,202,130631.43
2250,3,2,Suburban,1967,247,490059.96
1214,6,4,Suburban,2019,118,300777.41
1503,2,2,Urban,1989,323,388357.24
2737,4,2,Urban,2017,464,443588.76
1129,5,2,Urban,2001,690,471053.93
1488,3,2,Urban,1977,484,422791.43
2657,6,2,Suburban,2004,190,585843.94
1199,5,2,Rural,2011,143,235980.98
2910,4,1,Urban,2008,364,462282.04
1043,3,2,Suburban,2015,457,231538.69
1630,3,4,Suburban,1988,507,117583.9
1810,6,4,Rural,2006,759,260903.41
1504,6,1,Urban,1992,567,444081.25
2897,3,2,Rural,2006,339,463865.05
1807,6,1,Rural,2010,373,521076.15
2988,5,1,Suburban,2011,245,557307.42
2302,6,1,Rural,2008,349,432535.47
2146,6,3,Suburban,1979,122,205150.33
953,4,1,Urban,1969,795,176401.82
859,4,2,Suburban,1992,246,592180.13
2627,3,4,Rural,2010,566,388838.16
1998,3,2,Rural,1993,97,428143.02
1898,6,2,Rural,2017,324,141830.94
1685,2,4,Suburban,1964,627,226021.85
2104,4,2,Rural,1978,38,363461.89
2131,3,4,Suburban,1963,636,160276.12
1544,4,4,Rural,2006,245,278958.67
1846,3,3,Rural,1965,142,378573.55
1625,6,2,Urban,1955,793,176953.65
1775,2,4,Rural,1990,656,202897.07
1264,3,1,Suburban,1967,614,580311.85
1446,2,3,Rural,2018,758,287824.35
1465,6,1,Rural,1962,695,324419.2
1123,4,1,Suburban,1970,370,530534.16
2683,5,4,Urban,1962,519,346317.3
2881,3,1,Urban,1951,564,553205.74
2405,5,1,Urban,1967,795,415287.28
2189,2,3,Suburban,2003,166,120259.56
2777,4,4,Rural,2014,479,245367.84
1909,4,1,Rural,2016,212,207024.57
2302,4,4,Urban,1953,153,308248.39
1308,2,4,Urban,2001,518,488740.04
2086,2,2,Suburban,1990,426,452101.58
993,4,4,Urban,1969,608,498405.13
1852,2,2,Suburban,1985,643,354112.96
1613,5,2,Urban,1964,463,574188.1
1939,4,3,Rural,1972,282,440909.04
942,2,2,Urban,1963,90,160721.02
2806,3,3,Urban,1983,233,482884.09
2357,3,2,Suburban,1966,391,414393.47
2132,3,4,Rural,1963,177,173172.99
1194,5,1,Rural,1988,525,444135.59
2381,3,2,Suburban,1983,78,290419.2
1669,5,2,Suburban,1979,740,358655.58
949,4,1,Suburban,1954,338,368622.71
2776,2,4,Urban,1957,484,290771.69
2640,2,4,Rural,2004,127,558609.81
1633,6,1,Suburban,1987,185,256050.2
1357,2,3,Urban,2011,589,132254.77
2381,6,1,Urban,1967,484,280111.89
2399,4,2,Rural,1985,240,226721.28
2279,3,1,Rural,2007,623,490373.17
2515,4,2,Rural,1965,330,245138.85
1716,4,2,Suburban,2003,25,313746.17
2166,4,2,Rural,2015,158,342124.64
2106,5,1,Urban,1988,487,586624.36
2236,2,3,Suburban,2007,357,390014.88
1545,5,3,Rural,2007,386,585979.74
1128,2,4,Rural,1994,373,186006.41
1790,4,2,Urban,1957,104,263530.37
2429,4,2,Urban,1975,747,405709.29
1143,2,1,Urban,2009,789,147177.48
1361,2,1,Urban,2007,577,289648.03
2333,3,1,Suburban,1963,99,420260.71
2148,5,3,Urban,1974,368,509969.35
2710,6,4,Rural,1974,101,161040.45
1404,2,3,Urban,1967,189,334850.76
1936,3,2,Urban,2000,333,157770.88
2520,5,1,Suburban,1957,551,180949.24
2205,4,3,Rural,1963,27,141656.49
807,4,1,Suburban,2005,511,580120.43
1975,5,4,Suburban,1976,181,576911.41
1965,5,3,Suburban,1995,524,556711.85
1313,6,2,Suburban,2018,83,194220.01
2765,4,2,Urban,1971,126,169881.94
2565,6,3,Rural,1951,87,410099.9
2077,6,3,Rural,2012,334,306999.35
2082,3,1,Urban,1998,243,454536.0
2171,3,1,Urban,1956,497,593764.43
1026,5,4,Rural,1978,89,597820.24
2505,3,2,Urban,1960,95,244003.06
851,3,1,Rural,2011,185,384352.24
2764,6,4,Suburban,2017,559,138946.42
1384,2,2,Urban,2002,478,481670.29
2308,4,2,Suburban,1980,671,417070.31
2510,3,4,Rural,2016,736,408708.48
1439,5,2,Urban,1965,98,547587.19
1160,4,4,Urban,1991,89,509723.57
2129,3,3,Suburban,2005,186,550514.18
1096,6,3,Rural,1991,351,239156.27
2931,6,4,Suburban,1974,644,257145.32
2356,3,3,Urban,1956,501,379579.15
2450,6,3,Urban,2017,103,387488.9
885,2,3,Urban,1990,189,264265.83
1874,6,2,Rural,1956,405,489535.12
2053,5,2,Rural,2012,636,532457.32
2763,4,3,Urban,2002,212,303045.84
1944,4,3,Suburban,1987,568,424504.3
1440,5,4,Suburban,1998,540,168536.53
2939,4,2,Urban,2015,138,195869.63
2495,6,1,Urban,2001,534,484396.18
946,5,2,Urban,2004,340,396285.43
2186,4,3,Urban,1957,796,390373.38
1060,6,4,Suburban,1958,723,141908.75
2233,6,4,Urban,1987,471,120961.63
2333,2,3,Rural,1977,256,206930.3
1920,2,2,Rural,1969,589,447996.28
2180,3,2,Urban,2016,32,127484.73
1356,4,1,Suburban,1991,631,204752.58
2244,6,1,Urban,1994,316,300693.84
2873,5,4,Urban,2008,773,224447.38
1503,4,1,Suburban,2018,579,352218.17
1489,6,3,Urban,1957,751,482990.65
2389,4,2,Rural,1991,797,510290.53
905,2,4,Suburban,1953,656,313521.98
1945,6,2,Urban,2018,800,302656.02
1346,4,4,Urban,2014,217,383763.91
1873,5,1,Urban,1990,68,584675.12
2920,4,3,Suburban,1986,170,578235.97
2785,5,2,Urban,1986,246,383647.88
944,2,4,Rural,1978,405,272477.24
943,6,3,Suburban,1998,145,425114.63
1465,4,1,Urban,2010,243,457440.79
1115,4,3,Urban,2019,705,160415.51
1679,2,3,Urban,1959,275,259216.43
867,3,2,Urban,1964,535,332441.82
2973,2,2,Urban,2006,673,263636.71
2211,6,3,Rural,1970,514,472369.45
2738,4,2,Suburban,2013,54,260222.22
2527,5,2,Rural,1979,543,421536.88
1783,4,3,Urban,1990,154,364239.83
2017,6,3,Suburban,1968,688,347696.23
2447,5,4,Urban,1961,6,291934.38
942,4,3,Rural,2018,621,355317.78
1784,2,4,Rural,1981,334,315727.3
1500,4,2,Urban,1984,201,277776.57
2080,4,4,Suburban,1993,112,274241.12
1383,5,1,Rural,1979,471,596618.73
2807,6,1,Urban,2006,397,515344.5
927,6,2,Rural,2016,193,216786.47
2994,2,2,Rural,1987,164,269207.79
2062,2,4,Urban,1950,773,542429.84
2428,6,3,Suburban,1988,608,458161.23
1412,2,4,Urban,1979,508,232167.86
1574,6,1,Urban,1954,579,448772.8
1265,4,4,Suburban,1982,259,411914.37
1058,2,3,Suburban,1999,658,472038.14
2116,6,3,Suburban,2008,584,378649.44
1099,5,4,Suburban,1992,635,240250.2
2066,6,3,Suburban,1995,66,498357.54
1598,4,4,Rural,1982,504,541552.48
1723,3,2,Suburban,1980,437,531419.11
1379,3,3,Urban,1993,123,303604.16
2366,5,2,Suburban,1980,355,422475.33
2347,3,3,Rural,1963,161,119977.22
1287,5,2,Suburban,1958,62,560988.91
2275,4,2,Suburban,2020,538,446039.59
2779,3,4,Rural,1954,414,170256.73
1732,3,1,Suburban,1973,569,148587.33
2358,5,1,Rural,2011,786,456480.48
822,2,1,Rural,1995,776,162184.63
2691,6,3,Urban,2010,245,318446.86
2439,5,4,Rural,1953,417,232398.57
835,2,2,Suburban,1987,239,343568.87
2896,6,3,Rural,1959,135,260476.97
2323,4,1,Suburban,1981,440,470751.4
2614,6,4,Suburban,2011,714,547896.47
1802,6,4,Suburban,1951,779,382876.8
2331,4,4,Urban,2005,759,128312.25
1790,3,4,Urban,1984,728,510086.45
1853,4,1,Urban,2013,586,101459.97
2535,3,4,Suburban,1983,604,504086.45
1069,2,1,Suburban,1960,435,592034.74
956,4,2,Rural,1977,200,563014.42
2069,5,4,Suburban,1996,780,312666.08
1253,5,4,Urban,1994,751,299811.71
2233,6,4,Rural,1951,135,171340.25
2345,6,3,Suburban,1999,9,420397.39
2845,4,4,Suburban,2014,15,503228.3
2778,3,3,Suburban,1953,474,136976.59
976,6,3,Suburban,1990,528,242273.39
2809,3,2,Rural,1954,418,230818.08
1240,6,1,Urban,1950,168,586428.47
1918,6,2,Urban,1987,420,376695.25
2599,3,1,Urban,1988,80,231227.1
2231,5,2,Suburban,1993,2,502492.39
1930,4,2,Rural,1954,654,348639.48
2394,4,1,Rural,1984,551,512825.7
1950,3,3,Urban,1988,736,411857.57
1247,6,3,Rural,2013,213,562720.6
2570,3,3,Suburban,1965,734,548643.82
1286,5,4,Urban,1974,304,289744.62
1005,2,2,Rural,2005,296,190836.05
2935,3,2,Rural,1983,394,508658.64
1002,2,1,Suburban,1987,480,360772.27
2223,2,4,Rural,2005,552,208414.93
1874,3,1,Rural,1968,282,192996.36
1571,5,2,Rural,1988,63,432317.6
1767,5,2,Rural,1976,353,552466.94
1328,5,2,Rural,1993,453,303331.68
1483,3,3,Rural,1975,553,500717.53
1456,2,2,Rural,2006,736,543981.82
944,4,3,Rural,1964,324,142962.32
1872,6,2,Suburban,1970,135,312876.28
2347,5,4,Suburban,1993,375,535040.89
2175,5,3,Suburban,2020,413,247890.77
1377,2,2,Rural,1990,259,204450.22
2117,6,1,Suburban,1966,341,559593.7
893,2,3,Rural,2013,147,384312.53
1396,3,2,Rural,2004,420,242548.42
1977,2,1,Suburban,1950,375,120972.03
2269,5,4,Rural,2005,299,547135.16
1426,2,1,Urban,1976,315,415798.59
1579,2,2,Urban,1984,737,219116.02
2885,4,1,Suburban,1959,112,157251.59
1420,6,1,Rural,1970,248,564679.1
2179,4,2,Suburban,1968,383,459583.28
2086,4,3,Urban,1991,454,476334.46
1851,6,1,Suburban,2018,127,581601.02
2108,5,4,Suburban,2011,349,282077.12
1504,2,3,Urban,1992,213,349622.46
1714,2,3,Suburban,1964,439,131477.69
2631,4,1,Rural,1998,395,586971.23
2101,5,3,Urban,2003,371,270108.86
2877,5,2,Rural,1996,710,332483.88
1710,6,1,Suburban,1977,310,508548.77
2512,3,1,Rural,1985,31,333764.62
2545,3,2,Urban,1957,250,330854.36
1813,6,4,Suburban,1955,62,131830.94
1572,4,3,Rural,1967,560,583590.28
1708,5,1,Urban,1988,284,550855.28
2737,4,3,Rural,1962,422,275978.38
2730,5,2,Suburban,1973,171,470887.15
2238,4,1,Rural,2018,178,393387.0
2318,3,2,Suburban,2001,258,123659.01
1705,6,4,Suburban,2018,647,573904.66
1355,6,3,Suburban,2019,364,579854.77
1214,4,1,Suburban,1968,797,220380.49
2647,3,3,Rural,1960,582,272822.03
2323,4,3,Suburban,2009,9,493987.18
2349,2,3,Suburban,1964,344,174744.92
1065,2,4,Suburban,1990,89,327225.55
1850,4,1,Rural,2004,382,183090.6
1403,6,4,Urban,1969,166,369354.77
1722,3,1,Rural,1951,120,445098.63
2555,3,4,Suburban,1995,541,425821.33
846,5,1,Urban,2014,534,356956.64
1690,4,2,Rural,1989,155,250960.23
1370,6,4,Urban,1990,559,552188.13
1453,5,3,Urban,2013,66,291397.21
1650,5,2,Suburban,2011,258,130930.04
2306,3,4,Urban,1982,31,360468.01
2303,3,3,Rural,1995,546,422815.07
1709,6,2,Suburban,1980,20,288656.54
1947,5,3,Suburban,1957,472,495769.11
1962,6,2,Urban,2007,189,164112.35
2013,5,1,Rural,1986,694,127406.31
1797,5,2,Rural,1997,480,289585.14
1127,6,1,Suburban,1997,742,247496.51
2928,6,2,Suburban,1954,761,516593.97
2046,5,1,Rural,1971,144,297604.34
2378,6,3,Rural,2016,773,419519.45
1492,5,4,Suburban,2019,360,547864.36
2862,6,4,Rural,2001,234,354687.9
965,3,2,Rural,1966,159,448917.58
1320,2,3,Urban,1980,52,228216.32
2158,3,1,Urban,2015,616,359991.71
1982,5,2,Rural,1959,780,375103.3
1503,6,3,Rural,1997,693,254279.7
2425,3,3,Rural,1981,662,274761.87
1106,5,1,Rural,1985,736,229342.85
2376,3,1,Rural,1975,541,442332.3
2652,3,1,Suburban,1962,562,317916.84
1919,6,4,Rural,1967,428,132051.89
2612,3,1,Suburban,2015,570,405792.13
1545,4,2,Rural,2000,700,598078.68
2595,2,1,Urban,2015,649,318836.86
2281,6,4,Urban,2003,697,493341.72
1671,3,2,Urban,1976,476,351887.11
2441,4,1,Suburban,1988,624,315736.49
2035,6,4,Suburban,1990,783,312256.29
1613,6,1,Rural,2007,446,486363.51
2245,6,2,Urban,1973,370,352309.67
1281,5,4,Rural,1973,65,550467.91
1745,5,3,Suburban,2005,34,505239.37
1283,2,4,Urban,1974,512,159650.52
1858,6,1,Rural,1989,793,133445.38
880,5,3,Urban,1963,359,408757.33
1725,2,3,Urban,1983,79,469054.91
1317,2,2,Rural,1962,280,580192.5
1654,6,1,Rural,1966,176,344712.65
967,2,1,Rural,2020,287,418983.27
1905,3,1,Rural,1972,96,503400.55
1756,2,1,Rural,1965,329,246249.41
1507,3,3,Urban,1980,790,504798.0
1993,6,1,Suburban,2003,781,398209.61
1361,2,1,Suburban,1991,649,138374.92
2169,6,1,Suburban,2006,393,119651.32
1566,5,1,Suburban,2005,633,277407.13
1545,4,2,Suburban,1974,216,134328.99
2174,3,2,Rural,1991,687,389212.31
1320,6,3,Urban,2013,317,249883.64
1655,2,1,Urban,2003,56,561758.15
991,4,3,Urban,1983,284,441819.03
1589,2,1,Suburban,2010,587,140775.39
1740,4,4,Urban,1960,409,525075.95
2948,5,1,Urban,1969,308,281901.87
2817,5,1,Suburban,1972,622,353076.88
1948,3,2,Urban,2010,493,259876.51
2364,2,4,Urban,1971,378,587250.21
2059,2,3,Suburban,1998,296,146690.63
2674,3,2,Suburban,2018,146,541208.4
2017,5,2,Rural,2003,110,338746.1
2467,6,2,Suburban,2006,783,173805.98
1254,3,2,Urban,1979,234,157874.27
1895,2,4,Suburban,2006,168,520062.8
1825,4,1,Suburban,1983,362,468727.62
1099,4,4,Suburban,1986,682,208947.57
2503,4,3,Suburban,1957,400,175917.44
2366,5,2,Rural,2001,482,418958.2
2869,3,2,Rural,2011,569,211992.65
995,2,3,Urban,1960,613,341205.24
941,4,2,Rural,2005,187,557496.38
1171,4,4,Rural,2016,213,373694.97
1522,3,3,Suburban,1967,329,263961.02
2867,4,2,Rural,1956,322,268792.87
888,6,1,Urban,1951,560,435844.71
1277,4,1,Suburban,2004,568,243454.85
846,5,2,Suburban,1988,339,112741.32
996,5,3,Urban,1962,198,431939.46
1631,4,4,Rural,2004,611,599805.51
1254,4,1,Urban,1990,494,445329.46
2822,6,2,Urban,2001,200,478820.09
1862,3,2,Urban,1952,523,480289.38
1497,6,1,Suburban,2004,195,449891.8
2318,3,3,Rural,2006,351,338608.29
885,2,3,Urban,2019,124,142448.54
2968,4,1,Urban,1993,568,589412.05
2351,4,2,Suburban,1987,435,203661.25
1971,2,3,Urban,1952,239,576038.86
2233,6,4,Suburban,2002,563,430471.24
2203,3,3,Urban,1970,668,573113.02
1259,6,2,Suburban,1982,566,272634.17
1044,4,2,Urban,2017,188,485644.49
1480,6,3,Urban,2002,224,584813.03
1429,5,2,Suburban,1972,503,213825.76
2821,4,4,Urban,1995,233,264373.6
2035,3,3,Urban,1974,467,228768.04
860,4,4,Suburban,2019,387,423675.6
1960,6,1,Urban,1991,152,109937.95
1628,6,4,Suburban,1975,141,374021.93
1571,5,2,Rural,1980,487,243485.29
1059,2,1,Suburban,1954,674,525262.26
1859,4,4,Urban,1980,558,299838.18
812,2,3,Rural,2004,776,215361.41
